Token,Index
hare,222
raced,223
tortoise,224
compass,225
points,226
north,227
number,228
of,229
people,230
suffering,231
heart,232
disease,233
increased,234
spoke,235
briefly,236
English,237
become,238
favorite,239
subject,240
barber,241
gave,242
haircut,243
may,244
happen,245
Only,246
an,247
expert,248
apart,249
early,250
coat,251
cost,252
lot,253
money,254
but,255
worth,256
students,257
returned,258
thought,259
had,260
chance,261
stock,262
market,263
Of,264
course,265
'd,266
like,267
see,268
father,269
narrow,270
road,271
village,272
bad,273
cold,274
became,275
could,276
some,277
help,278
clock,279
room,280
nervous,281
looked,282
over,283
report,284
Answer,285
question,286
carefully,287
grinning,288
reads,289
newspaper,290
during,291
meals,292
This,293
car,294
runs,295
natural,296
gas,297
bucket,298
full,299
water,300
soccer,301
match,302
tomorrow,303
Does,304
any,305
friends,306
dress,307
wearing,308
looks,309
expensive,310
hobby,311
making,312
model,313
planes,314
bill,315
wore,316
yesterday,317
going,318
us,319
ca,320
speak,321
French,322
picnic,323
called,324
off,325
because,326
rain,327
her,328
doll,329
lost,330
everything,331
owned,332
busy,333
Have,334
already,335
voted,336
His,337
behavior,338
ceases,339
surprise,340
reading,341
give,342
open,343
discussed,344
wide,345
range,346
topics,347
Parents,348
their,349
for,350
his,351
pen,352
nothing,353
worry,354
about,355
as,356
fast,357
sometimes,358
watch,359
baseball,360
getting,361
along,362
neighborhood,363
picture,364
airport,365
kids,366
wish,367
spend,368
together,369
feel,370
well,371
always,372
kind,373
does,374
drink,375
beer,376
need,377
office,378
third,379
floor,380
yet,381
having,382
fun,383
park,384
Where,385
Japanese,386
Embassy,387
loves,388
chocolate,389
hide,390
blueberry,391
jam,392
where,393
Takako,394
neighbor,395
dog,396
dead,397
bit,398
special,399
oranges,400
better,401
than,402
apples,403
family,404
by,405
if,406
possible,407
Listen,408
sitting,409
took,410
walk,411
river,412
service,413
excellent,414
hotel,415
owns,416
houses,417
Your,418
prophecy,419
true,420
've,421
finished,422
cleaning,423
energetic,424
dealt,425
problem,426
way,427
so,428
eat,429
before,430
school,431
left,432
mother,433
hammered,434
takes,435
sides,436
Put,437
salt,438
into,439
boiling,440
paid,441
storm,442
developed,443
typhoon,444
another,445
cup,446
coffee,447
An,448
honest,449
man,450
steals,451
down,452
weapons,453
procrastinate,454
much,455
knew,456
wanted,457
Boston,458
intelligent,459
practical,460
reverse,461
Had,462
arrived,463
earlier,464
seen,465
Kelly,466
many,467
cats,468
she,469
divorce,470
Who,471
charge,472
sales,473
section,474
use,475
dictionary,476
Everybody,477
hoped,478
meet,479
generous,480
poor,481
girl,482
went,483
blind,484
alone,485
order,486
drinks,487
now,488
made,489
All,490
men,491
equal,492
law,493
Is,494
OK,495
anymore,496
say,497
goodnight,498
Bringing,499
baby,500
born,501
1988,502
swimming,503
out,504
clothes,505
stolen,506
hot,507
today,508
really,509
moved,510
three,511
years,512
Why,513
job,514
bowl,515
prosecutor,516
leading,517
movie,518
seeing,519
bus,520
stop,521
nearby,522
eating,523
Did,524
find,525
looking,526
Today,527
Valentine,528
Day,529
pulled,530
front,531
bank,532
One,533
hundred,534
century,535
complained,536
low,537
salary,538
morning,539
all,540
our,541
neighbors,542
they,543
either,544
Graham,545
Greene,546
author,547
right,548
train,549
Tokyo,550
pleasant,551
voice,552
Complaining,553
change,554
anything,555
aware,556
sleeping,557
scalp,558
itchy,559
astronomy,560
anywhere,561
times,562
minute,563
average,564
blink,565
Someday,566
buy,567
cotton,568
candy,569
machine,570
Turn,571
computer,572
who,573
suggested,574
sing,575
keep,576
mouth,577
vending,578
working,579
lives,580
New,581
York,582
part,583
rest,584
also,585
likes,586
fish,587
Thanks,588
coming,589
opportunity,590
only,591
lifetime,592
entrance,593
fee,594
said,595
might,596
pass,597
pepper,598
let,599
play,600
myself,601
entered,602
army,603
stream,604
flows,605
pond,606
suitcases,607
missing,608
Turtles,609
reptiles,610
lent,611
CD,612
someone,613
talking,614
ready,615
library,616
blame,617
mistake,618
boiled,619
eggs,620
admire,621
courage,622
No,623
bother,624
same,625
Has,626
am,627
yours,628
jacket,629
colors,630
good,631
driver,632
else,633
embarrassed,634
glanced,635
shyly,636
young,637
track,638
deserve,639
sound,640
company,641
town,642
"40,000",643
yen,644
Take,645
rush,646
doctor,647
cured,648
understand,649
someday,650
Optimists,651
opportunities,652
disasters,653
while,654
pessimists,655
Can,656
works,657
own,658
jealous,659
success,660
definitely,661
younger,662
These,663
patients,664
trouble,665
walking,666
professor,667
kept,668
secret,669
herself,670
ride,671
horse,672
answer,673
If,674
nose,675
little,676
shorter,677
would,678
quite,679
pretty,680
agree,681
respect,682
elderly,683
picked,684
jar,685
read,686
label,687
get,688
Christmas,689
reservation,690
sent,691
birthday,692
card,693
near,694
truth,695
arrests,696
ever,697
doubt,698
story,699
saw,700
died,701
cancer,702
last,703
scarf,704
leaves,705
desired,706
forgive,707
kindness,708
dolled,709
big,710
date,711
decided,712
party,713
plays,714
chess,715
vegetables,716
even,717
translation,718
risks,719
win,720
prefers,721
football,722
People,723
counting,724
save,725
difficult,726
secrets,727
tired,728
glad,729
bargaining,730
price,731
face,732
red,733
wine,734
workable,735
When,736
solve,737
nerve,738
playing,739
piano,740
leave,741
put,742
hand,743
shook,744
hospital,745
eyes,746
tested,747
study,748
considered,749
qualified,750
fired,751
Should,752
fire,753
gone,754
Show,755
Let,756
remind,757
again,758
March,759
31st,760
due,761
felt,762
pocket,763
wallet,764
six,765
hardly,766
laughing,767
realized,768
zoo,769
occasionally,770
detective,771
novels,772
Sorry,773
best,774
succeed,775
sure,776
careful,777
politician,778
thinks,779
knows,780
satisfied,781
appears,782
headache,783
size,784
egg,785
stomach,786
alive,787
owe,788
Their,789
taxi,790
admitted,791
night,792
acquainted,793
vacation,794
poet,795
expressed,796
burning,797
passion,798
woman,799
loved,800
bike,801
parked,802
lights,803
glasses,804
drunk,805
waiting,806
hour,807
new,808
scandal,809
fond,810
taking,811
pictures,812
next,813
thousand,814
books,815
philosopher,816
snored,817
loudly,818
chat,819
told,820
goes,821
without,822
saying,823
health,824
important,825
elephant,826
strange,827
dream,828
call,829
tonight,830
those,831
shoes,832
world,833
dumb,834
Sometimes,835
In,836
general,837
consumers,838
prefer,839
quantity,840
quality,841
close,842
7:00,843
behind,844
great,845
Here,846
meat,847
moon,848
hid,849
table,850
snowing,851
concerned,852
future,853
hear,854
dogs,855
barking,856
month,857
engineer,858
wake,859
sunrise,860
city,861
"1,600",862
meters,863
above,864
sea,865
level,866
four,867
classes,868
week,869
uncle,870
guilty,871
player,872
team,873
Tetris,874
ability,875
hair,876
interesting,877
pencil,878
lend,879
overcome,880
high,881
value,882
parents,883
bridge,884
construction,885
able,886
ball,887
son,888
expelled,889
Four,890
million,891
first,892
language,893
started,894
studying,895
karate,896
Keep,897
trying,898
hurried,899
direction,900
fly,901
visit,902
Australia,903
driving,904
agreed,905
wife,906
part-time,907
brings,908
extra,909
stopped,910
refused,911
move,912
mind,913
bed,914
romantic,915
boyfriend,916
flowers,917
sleep,918
mean,919
learned,920
perfect,921
tenor,922
saxophone,923
tallest,924
class,925
accustomed,926
barefooted,927
worried,928
Facebook,929
dark,930
subjects,931
plastered,932
buses,933
innocent,934
then,935
remember,936
Englishmen,937
Americans,938
May,939
something,940
anyway,941
helped,942
implying,943
leaving,944
white,945
nap,946
lunch,947
fluently,948
Mars,949
wedding,950
ring,951
stay,952
noticed,953
absence,954
end,955
confused,956
cat,957
Lie,958
side,959
lose,960
turned,961
Out,962
these,963
cakes,964
Scientists,965
AIDS,966
apple,967
living,968
older,969
Everyone,970
inside,971
building,972
earthquake,973
dinner,974
fewer,975
50,976
passengers,977
killed,978
Will,979
necessary,980
book,981
8,982
October,983
closed,984
began,985
count,986
sheep,987
begin,988
Somebody,989
came,990
Almost,991
everyone,992
Police,993
bribes,994
beautiful,995
pay,996
pair,997
confidence,998
himself,999
Gravity,1000
Earth,1001
repair,1002
Korean,1003
food,1004
forget,1005
Look,1006
cars,1007
cross,1008
easy,1009
check,1010
barely,1011
taste,1012
Death,1013
dreaming,1014
both,1015
plans,1016
deaf,1017
ear,1018
request,1019
quit,1020
smoking,1021
turkey,1022
skilled,1023
fisherman,1024
bought,1025
gloves,1026
Apparently,1027
worse,1028
sister,1029
point,1030
pretending,1031
sick,1032
nine,1033
handled,1034
spy,1035
rice,1036
bread,1037
resting,1038
shade,1039
tree,1040
rather,1041
stranger,1042
met,1043
send,1044
Japan,1045
soon,1046
arrives,1047
reached,1048
top,1049
mountain,1050
subtle,1051
differences,1052
between,1053
Help,1054
step,1055
fell,1056
wants,1057
America,1058
control,1059
finding,1060
Hurry,1061
nice,1062
stuck,1063
regrets,1064
worked,1065
farm,1066
summer,1067
abroad,1068
afraid,1069
slightest,1070
idea,1071
fishing,1072
Tell,1073
ashamed,1074
prisoner,1075
burglar,1076
broke,1077
Dinner,1078
six-thirty,1079
teaches,1080
writing,1081
absolutely,1082
kitchen,1083
miss,1084
camera,1085
previous,1086
cook,1087
area,1088
quiet,1089
boss,1090
opinion,1091
calling,1092
thief,1093
tried,1094
push,1095
Because,1096
married,1097
in-laws,1098
Thank,1099
potatoes,1100
Our,1101
eaten,1102
owl,1103
bring,1104
apostrophe,1105
its,1106
typing,1107
error,1108
lying,1109
interfere,1110
affairs,1111
grateful,1112
inviting,1113
published,1114
series,1115
articles,1116
navy,1117
Enjoy,1118
holidays,1119
cooperation,1120
intended,1121
shopping,1122
afternoon,1123
underestimate,1124
police,1125
criminal,1126
wars,1127
shelves,1128
typical,1129
youngsters,1130
scuba,1131
diving,1132
climbed,1133
through,1134
free,1135
ill,1136
Clean,1137
damp,1138
cloth,1139
care,1140
Sunday,1141
workday,1142
drive,1143
dating,1144
anyone,1145
discussing,1146
bored,1147
jokes,1148
difference,1149
easily,1150
choice,1151
risk,1152
friendship,1153
test,1154
milk,1155
breakfast,1156
surprised,1157
news,1158
wrote,1159
postcards,1160
suggest,1161
pick,1162
kidnappers,1163
showed,1164
sign,1165
giving,1166
translated,1167
letter,1168
case,1169
resolved,1170
fall,1171
Close,1172
tries,1173
failed,1174
Get,1175
staying,1176
laugh,1177
7:30,1178
Lake,1179
Baikal,1180
Russia,1181
deepest,1182
lake,1183
deeply,1184
impressed,1185
lecturer,1186
eloquent,1187
speech,1188
whole,1189
attention,1190
Some,1191
object,1192
For,1193
Zealand,1194
Stop,1195
shooting,1196
found,1197
seat,1198
Not,1199
smiling,1200
Tower,1201
list,1202
Mathematics,1203
Instead,1204
Europe,1205
correct,1206
straight,1207
corner,1208
guitar,1209
head,1210
shoulders,1211
dropped,1212
manners,1213
happens,1214
re-elected,1215
mayor,1216
tea,1217
fault,1218
title,1219
ought,1220
apologize,1221
tables,1222
finally,1223
Actually,1224
wrong,1225
exist,1226
light,1227
As,1228
sat,1229
strong,1230
objection,1231
United,1232
States,1233
worn,1234
washing,1235
angry,1236
age,1237
dove,1238
roof,1239
enough,1240
nearest,1241
mall,1242
girlfriend,1243
cried,1244
operation,1245
spent,1246
most,1247
indoors,1248
passport,1249
cruel,1250
animals,1251
clean,1252
despise,1253
Well,1254
rolling,1255
Diet,1256
Tuesday,1257
given,1258
wears,1259
heels,1260
taller,1261
keys,1262
happened,1263
Spring,1264
Wednesday,1265
afternoons,1266
teams,1267
Fish,1268
rooms,1269
Man,1270
animal,1271
blood,1272
pressure,1273
distressed,1274
unforgettable,1275
event,1276
occurred,1277
follow,1278
feet,1279
tall,1280
armed,1281
forces,1282
occupied,1283
entire,1284
territory,1285
doing,1286
London,1287
largest,1288
cities,1289
carry,1290
luggage,1291
upstairs,1292
relaxed,1293
polar,1294
bears,1295
dying,1296
advised,1297
gentleman,1298
Canadians,1299
word,1300
dawn,1301
tsunami,1302
alert,1303
cancelled,1304
sorry,1305
being,1306
artist,1307
Perhaps,1308
second,1309
settled,1310
Sundays,1311
Trees,1312
grow,1313
prairies,1314
neck,1315
enjoy,1316
mistaken,1317
salesman,1318
hit,1319
daughter,1320
Any,1321
fifty,1322
cents,1323
conference,1324
asleep,1325
few,1326
days,1327
ago,1328
things,1329
partner,1330
ten,1331
minutes,1332
eleven,1333
missed,1334
reporter,1335
criticized,1336
large,1337
Field,1338
hockey,1339
popular,1340
China,1341
promises,1342
clear,1343
lock,1344
traveling,1345
tight,1346
budget,1347
universal,1348
relax,1349
husband,1350
run,1351
wind,1352
microscope,1353
telescope,1354
punished,1355
break,1356
butter,1357
Women,1358
tend,1359
speaking,1360
seven,1361
eight,1362
o'clock,1363
symptoms,1364
comments,1365
favorable,1366
unsociable,1367
recently,1368
flower,1369
mail,1370
figure,1371
Many,1372
line,1373
Hi,1374
rid,1375
neat,1376
frightened,1377
yolks,1378
twice,1379
consider,1380
fruit,1381
healthiest,1382
Frankly,1383
interested,1384
sports,1385
scissors,1386
business,1387
Which,1388
rock,1389
music,1390
classical,1391
listen,1392
advice,1393
needs,1394
ate,1395
pajamas,1396
update,1397
website,1398
haunted,1399
peanuts,1400
delicious,1401
later,1402
telephone,1403
rang,1404
piece,1405
paper,1406
cake,1407
sweet,1408
singer,1409
speaks,1410
stupid,1411
Got,1412
pain,1413
gain,1414
Every,1415
finish,1416
2:30,1417
tennis,1418
baked,1419
chip,1420
cookies,1421
internet,1422
connection,1423
filled,1424
happiness,1425
guess,1426
says,1427
terribly,1428
pray,1429
thing,1430
collection,1431
stamps,1432
digging,1433
hole,1434
stand,1435
bicycle,1436
except,1437
rainy,1438
receive,1439
calls,1440
helping,1441
theory,1442
matter,1443
mouse,1444
ran,1445
forgetting,1446
jumped,1447
fence,1448
choose,1449
April,1450
showers,1451
heard,1452
scream,1453
Tulips,1454
bloom,1455
cooking,1456
stayed,1457
aunt,1458
betrays,1459
talked,1460
Young,1461
fascinated,1462
science,1463
rumor,1464
spread,1465
assistant,1466
convinced,1467
innocence,1468
nickname,1469
glared,1470
preparing,1471
supper,1472
encouraged,1473
imagination,1474
tour,1475
Someone,1476
cheese,1477
Interest,1478
rates,1479
inflation,1480
airplanes,1481
kicked,1482
matches,1483
far,1484
Wherever,1485
On,1486
church,1487
importation,1488
rare,1489
wild,1490
country,1491
strictly,1492
prohibited,1493
apologized,1494
decision,1495
final,1496
Lots,1497
companies,1498
implemented,1499
eight-hour,1500
grasped,1501
rope,1502
hands,1503
Come,1504
show,1505
Throw,1506
away,1507
spending,1508
swam,1509
Children,1510
stomachache,1511
pants,1512
fit,1513
cell,1514
built-in,1515
digital,1516
sleepy,1517
homework,1518
worst,1519
Excuse,1520
sweater,1521
sushi,1522
against,1523
belongs,1524
Everything,1525
normal,1526
safe,1527
Both,1528
participate,1529
hat,1530
theater,1531
lied,1532
why,1533
easier,1534
organ,1535
Beethoven,1536
musician,1537
Sumo,1538
lacking,1539
common,1540
sense,1541
Pass,1542
cramming,1543
hurry,1544
singing,1545
slipped,1546
note,1547
lots,1548
rap,1549
forgot,1550
hunch,1551
fighting,1552
rose,1553
thorn,1554
slapped,1555
hate,1556
Mondays,1557
start,1558
watching,1559
catches,1560
colds,1561
sanctuary,1562
guy,1563
Buy,1564
lamp,1565
expecting,1566
ticket,1567
Anybody,1568
situation,1569
concert,1570
fan,1571
short,1572
oil,1573
strength,1574
master,1575
wear,1576
elected,1577
official,1578
received,1579
written,1580
Mt,1581
Everest,1582
remote,1583
past,1584
sunset,1585
turn,1586
firm,1587
lack,1588
capital,1589
Pigs,1590
share,1591
certain,1592
characteristics,1593
human,1594
beings,1595
checked,1596
TV,1597
schedule,1598
possibility,1599
flag,1600
explain,1601
war,1602
weekend,1603
pull,1604
weeds,1605
guys,1606
deny,1607
fact,1608
survived,1609
drives,1610
recklessly,1611
aching,1612
foot,1613
To,1614
awkward,1615
bow,1616
impolite,1617
disagree,1618
monkey,1619
population,1620
Shanghai,1621
stupidest,1622
treated,1623
totally,1624
clueless,1625
enter,1626
Give,1627
sandwich,1628
rode,1629
shot,1630
breathing,1631
Two,1632
adult,1633
tickets,1634
anybody,1635
color,1636
confessed,1637
stealing,1638
Now,1639
action,1640
invited,1641
accepted,1642
well-known,1643
actress,1644
chair,1645
classmate,1646
Wood,1647
burns,1648
peace-loving,1649
Try,1650
avoid,1651
conversation,1652
immediately,1653
Part,1654
Nobody,1655
absent,1656
whale,1657
Wait,1658
changes,1659
green,1660
handyman,1661
supposed,1662
arrive,1663
twelve,1664
noon,1665
deal,1666
quickly,1667
chosen,1668
medicine,1669
Mom,1670
comforted,1671
',1672
cottage,1673
tidy,1674
listened,1675
records,1676
Wi-Fi,1677
password,1678
habit,1679
smiled,1680
peaches,1681
smile,1682
ordered,1683
Whose,1684
Were,1685
foggy,1686
outside,1687
thirty,1688
wealth,1689
member,1690
club,1691
watched,1692
Bring,1693
teach,1694
Edo,1695
period,1696
moon-viewing,1697
parties,1698
shed,1699
tears,1700
gets,1701
torn,1702
Countless,1703
stars,1704
twinkling,1705
sky,1706
ban,1707
advertising,1708
aimed,1709
towards,1710
instead,1711
results,1712
proud,1713
fresh,1714
strawberries,1715
wet,1716
skin,1717
threatened,1718
assume,1719
reserve,1720
quarter,1721
dance,1722
thinking,1723
dollars,1724
studied,1725
Horses,1726
stronger,1727
deer,1728
See,1729
accept,1730
invitation,1731
scolded,1732
lazy,1733
handcuffs,1734
street,1735
diary,1736
trip,1737
shipment,1738
delayed,1739
delay,1740
insurance,1741
Write,1742
envelope,1743
Old,1744
tricks,1745
Flies,1746
mosquitoes,1747
interfered,1748
meditation,1749
rich,1750
afford,1751
lies,1752
disappeared,1753
trace,1754
others,1755
rude,1756
Above,1757
patient,1758
women,1759
band,1760
nuclear,1761
consult,1762
noisy,1763
lie,1764
granted,1765
Parking,1766
Hand,1767
towel,1768
travel,1769
generally,1770
meal,1771
sale,1772
prices,1773
ink,1774
"10,000",1775
Approximately,1776
attended,1777
survive,1778
present,1779
execution,1780
eleventh,1781
textbook,1782
dyed,1783
dial,1784
119,1785
five,1786
kidding,1787
passes,1788
accidents,1789
Shut,1790
doors,1791
windows,1792
None,1793
Even,1794
vision,1795
adults,1796
film,1797
fuel,1798
gauge,1799
broken,1800
balloon,1801
swims,1802
skirt,1803
30,1804
terrible,1805
Nothing,1806
ventured,1807
gained,1808
traveled,1809
globe,1810
Lend,1811
completely,1812
So,1813
attend,1814
marine,1815
biologist,1816
access,1817
grumpy,1818
Anniversaries,1819
arms,1820
pancakes,1821
rolled,1822
proposal,1823
batteries,1824
calculator,1825
drowned,1826
gives,1827
vibe,1828
around,1829
bags,1830
popcorn,1831
believe,1832
toilet,1833
flush,1834
properly,1835
liar,1836
happy,1837
belong,1838
Ebola,1839
spreads,1840
bodily,1841
fluids,1842
alcohol,1843
4:00,1844
p.m,1845
painted,1846
Chiba,1847
Stadium,1848
crashed,1849
tampered,1850
brakes,1851
hiccuping,1852
ships,1853
Like,1854
improves,1855
yellow,1856
solution,1857
bag,1858
depends,1859
regular,1860
worker,1861
extremely,1862
paint,1863
recovery,1864
duck,1865
fare,1866
air,1867
conditioning,1868
Ask,1869
adopt,1870
account,1871
five-thirty,1872
Germany,1873
hungry,1874
glamorous,1875
Most,1876
Gestalt,1877
Therapy,1878
Shall,1879
dancing,1880
tapes,1881
Few,1882
pleasure,1883
harder,1884
impatient,1885
teacher,1886
known,1887
flame,1888
harbor,1889
self-confidence,1890
changing,1891
Shiga,1892
Heights,1893
small,1894
applied,1895
considering,1896
joking,1897
motorcycle,1898
likely,1899
grabbed,1900
purse,1901
Chinese,1902
advise,1903
sugar,1904
deserted,1905
obey,1906
laws,1907
moment,1908
waste,1909
forgave,1910
rudeness,1911
robbed,1912
Riding,1913
double,1914
dangerous,1915
across,1916
sit,1917
home-cooked,1918
talks,1919
cooked,1920
workers,1921
hunger,1922
games,1923
learning,1924
type,1925
sisters,1926
key,1927
art,1928
jazz,1929
forest,1930
siblings,1931
Several,1932
dozen,1933
participated,1934
demonstration,1935
blue,1936
require,1937
Life,1938
meaningless,1939
examined,1940
throat,1941
continued,1942
Tottori,1943
Subtract,1944
rug,1945
handmade,1946
consented,1947
lady,1948
German,1949
spends,1950
listening,1951
radio,1952
former,1953
wonderful,1954
scold,1955
flashlight,1956
winter,1957
explanation,1958
means,1959
satisfactory,1960
try,1961
sweeping,1962
garage,1963
lucky,1964
uses,1965
Google,1966
arrogance,1967
emphasize,1968
particular,1969
mat,1970
usually,1971
anxious,1972
safety,1973
briefcase,1974
papers,1975
losses,1976
unlikely,1977
cozy,1978
understands,1979
Takasu,1980
clinic,1981
substituted,1982
margarine,1983
pretended,1984
borrow,1985
dedicated,1986
John,1987
anytime,1988
rats,1989
plastic,1990
earns,1991
instrument,1992
Dad,1993
plane,1994
flying,1995
Mistakes,1996
overlooked,1997
appointment,1998
beyond,1999
lectures,2000
tuner,2001
female,2002
gay,2003
bars,2004
engrossed,2005
aggressive,2006
treats,2007
Shakespeare,2008
parasol,2009
hers,2010
landscape,2011
unfamiliar,2012
ironed,2013
shirt,2014
amusing,2015
gray,2016
suit,2017
serving,2018
sentence,2019
Bread,2020
wheat,2021
sobbing,2022
classmates,2023
Trust,2024
polite,2025
stare,2026
photo,2027
Rather,2028
rabbit,2029
tiger,2030
rule,2031
idiot,2032
fill,2033
form,2034
center,2035
within,2036
paying,2037
heading,2038
Before,2039
dug,2040
worms,2041
bait,2042
puts,2043
cream,2044
letting,2045
demanded,2046
king,2047
death,2048
saluted,2049
Elephants,2050
Asia,2051
Africa,2052
fixed,2053
heating,2054
system,2055
hiccup,2056
lung,2057
Russian,2058
pop,2059
Move,2060
quietly,2061
beef,2062
tablecloth,2063
cabinet,2064
castle,2065
yourself,2066
fridge,2067
diabetic,2068
secretary,2069
dismissed,2070
roughly,2071
irregular,2072
verbs,2073
heroes,2074
funerals,2075
pleased,2076
Hands,2077
Between,2078
captain,2079
approaching,2080
threw,2081
stone,2082
touch,2083
managed,2084
serve,2085
masters,2086
spinach,2087
180,2088
centimeters,2089
atrocious,2090
soup,2091
prays,2092
several,2093
With,2094
approval,2095
offer,2096
wonder,2097
karaoke,2098
heat,2099
ice,2100
melts,2101
sue,2102
golfer,2103
song,2104
makes,2105
homesick,2106
gift,2107
ship,2108
equipped,2109
radar,2110
bumped,2111
post,2112
desk,2113
decide,2114
reduced,2115
ashes,2116
math,2117
invention,2118
indicated,2119
presence,2120
danger,2121
taken,2122
pitch,2123
tent,2124
Mona,2125
Lisa,2126
enigmatic,2127
slice,2128
pizza,2129
Suddenly,2130
bygones,2131
fountain,2132
force,2133
passed,2134
peacefully,2135
During,2136
exam,2137
cheated,2138
growing,2139
seem,2140
energy,2141
perhaps,2142
medical,2143
argue,2144
permitted,2145
Saudi,2146
Arabia,2147
exams,2148
ruin,2149
education,2150
seldom,2151
Leave,2152
brush,2153
teeth,2154
least,2155
strain,2156
lately,2157
proceeded,2158
museum,2159
Monday,2160
Friday,2161
weep,2162
program,2163
broadcast,2164
prepared,2165
fairly,2166
Stand,2167
throwing,2168
evening,2169
gracious,2170
native,2171
speaker,2172
excuse,2173
mattress,2174
cheap,2175
At,2176
smartphone,2177
appetite,2178
coach,2179
Walk,2180
faster,2181
Was,2182
UN,2183
stands,2184
Nations,2185
patted,2186
shoulder,2187
expect,2188
forced,2189
catch,2190
airplane,2191
landing,2192
months,2193
susceptible,2194
sun,2195
shine,2196
obvious,2197
walls,2198
weird,2199
happening,2200
fumbled,2201
discount,2202
ceremony,2203
Visiting,2204
foreign,2205
Car,2206
cause,2207
teenagers,2208
Paris,2209
staring,2210
strike,2211
affected,2212
nation,2213
economy,2214
rely,2215
phones,2216
council,2217
investigation,2218
stopping,2219
girls,2220
gun,2221
target,2222
crying,2223
answered,2224
Destroy,2225
temple,2226
flight,2227
license,2228
Artificial,2229
leather,2230
compare,2231
truck,2232
drew,2233
circle,2234
translate,2235
cash,2236
orange,2237
eager,2238
particularly,2239
handkerchief,2240
"800,000",2241
Basque,2242
speakers,2243
border,2244
teapot,2245
Once,2246
capacity,2247
feels,2248
parks,2249
unsatisfied,2250
result,2251
juice,2252
pirate,2253
movies,2254
premonition,2255
roses,2256
garden,2257
blooming,2258
cards,2259
Over-sleeping,2260
envied,2261
jump,2262
beach,2263
toothpaste,2264
After,2265
graduated,2266
taught,2267
rescued,2268
drowning,2269
borrowed,2270
comic,2271
example,2272
laughs,2273
resemblance,2274
Ignore,2275
Iraq,2276
Iran,2277
beat,2278
spitting,2279
ground,2280
grass,2281
burst,2282
discovered,2283
Columbus,2284
1492,2285
promise,2286
mathematical,2287
genius,2288
unusually,2289
childhood,2290
improve,2291
memory,2292
weigh,2293
unhappy,2294
plenty,2295
cab,2296
garbage,2297
Looking,2298
concrete,2299
jungle,2300
freeloaders,2301
birds,2302
election,2303
unanimous,2304
remarkable,2305
aptitude,2306
box,2307
covered,2308
suggestions,2309
land,2310
calmed,2311
restaurant,2312
twenty,2313
brilliant,2314
lay,2315
snow,2316
round,2317
knocking,2318
deciding,2319
which,2320
willing,2321
bell,2322
rings,2323
socialize,2324
childlike,2325
charming,2326
cellular,2327
writes,2328
letters,2329
overweight,2330
abandoned,2331
Her,2332
lunchtime,2333
usual,2334
funeral,2335
hiking,2336
servants,2337
thanked,2338
changed,2339
discuss,2340
accused,2341
telling,2342
monkeys,2343
climb,2344
trees,2345
sheets,2346
shown,2347
device,2348
155,2349
105,2350
Under,2351
circumstances,2352
employed,2353
private,2354
exploding,2355
countries,2356
forward,2357
fiction,2358
project,2359
fifth,2360
Osaka,2361
beginning,2362
shaved,2363
mustache,2364
7,2365
classroom,2366
stepped,2367
purpose,2368
earth,2369
roast,2370
hold,2371
introduced,2372
write,2373
Summer,2374
variety,2375
spices,2376
sunny,2377
bite,2378
abused,2379
trust,2380
yield,2381
temptation,2382
raw,2383
mission,2384
eyeliner,2385
options,2386
